'大学ｺｰﾄﾞ,'学部ｺｰﾄﾞ,'学科ｺｰﾄﾞ,'日程ｺｰﾄﾞ,'方式ｺｰﾄﾞ,'小分類CD,'大学名,'学部名,'学科名,'日程,'入試方式,'小分類名,'募集単位,'県CD
'1365,'74,'00,'0,'0,'701,'島根大　　　　,'生物資源,'　　　　　　,'　,'　　　,'農学　　　,'0,'32
'1365,'74,'06,'0,'0,'701,'島根大　　　　,'生物資源,'農林生産　　,'　,'　　　,'農学　　　,'1,'32
'1365,'74,'08,'0,'0,'504,'島根大　　　　,'生物資源,'生命科学　　,'　,'　　　,'生物学　　,'1,'32
'1365,'74,'09,'0,'0,'701,'島根大　　　　,'生物資源,'環境共生科学,'　,'　　　,'農学　　　,'1,'32
'1375,'01,'00,'0,'0,'101,'岡山大　　　　,'文　　　,'　　　　　　,'　,'　　　,'日本文学　,'0,'33
'1375,'01,'05,'0,'0,'101,'岡山大　　　　,'文　　　,'人文　　　　,'　,'　　　,'日本文学　,'1,'33
'1375,'12,'00,'0,'0,'201,'岡山大　　　　,'法　　　,'　　　　　　,'　,'　　　,'法学　　　,'0,'33
'1375,'12,'01,'0,'0,'201,'岡山大　　　　,'法　　　,'法　　　　　,'　,'　　　,'法学　　　,'1,'33
'1375,'18,'00,'0,'0,'221,'岡山大　　　　,'経済　　,'　　　　　　,'　,'　　　,'経済学　　,'0,'33
'1375,'18,'01,'0,'0,'221,'岡山大　　　　,'経済　　,'経済　　　　,'　,'　　　,'経済学　　,'1,'33
'1375,'30,'00,'0,'0,'105,'岡山大　　　　,'教育　　,'　　　　　　,'　,'　　　,'心理学　　,'0,'33
'1375,'30,'17,'0,'0,'314,'岡山大　　　　,'教育　　,'養護教諭　　,'　,'　　　,'養護　　　,'1,'33
'1375,'30,'21,'0,'0,'105,'岡山大　　　　,'教育　　,'学校／小学校,'　,'　　　,'心理学　　,'1,'33
'1375,'30,'22,'0,'0,'308,'岡山大　　　　,'教育　　,'学校／中学校,'　,'　　　,'中高－家庭,'1,'33
'1375,'30,'23,'0,'0,'313,'岡山大　　　　,'教育　　,'学校／特別支,'　,'　　　,'特別支援教,'1,'33
'1375,'30,'24,'0,'0,'312,'岡山大　　　　,'教育　　,'学校／幼児教,'　,'　　　,'幼稚園　　,'1,'33
'1375,'42,'00,'0,'0,'501,'岡山大　　　　,'理　　　,'　　　　　　,'　,'　　　,'数学　　　,'0,'33
'1375,'42,'01,'0,'0,'503,'岡山大　　　　,'理　　　,'化学　　　　,'　,'　　　,'化学　　　,'1,'33
'1375,'42,'02,'0,'0,'501,'岡山大　　　　,'理　　　,'数学　　　　,'　,'　　　,'数学　　　,'1,'33
'1375,'42,'03,'0,'0,'504,'岡山大　　　　,'理　　　,'生物　　　　,'　,'　　　,'生物学　　,'1,'33
'1375,'42,'04,'0,'0,'505,'岡山大　　　　,'理　　　,'地球科学　　,'　,'　　　,'地球科学　,'1,'33
'1375,'42,'05,'0,'0,'502,'岡山大　　　　,'理　　　,'物理　　　　,'　,'　　　,'物理学　　,'1,'33
'1375,'46,'00,'0,'0,'553,'岡山大　　　　,'工　　　,'　　　　　　,'　,'　　　,'情報工学　,'0,'33
'1375,'46,'15,'0,'0,'551,'岡山大　　　　,'工　　　,'工／機械シス,'　,'　　　,'機械工学　,'1,'33
'1375,'46,'16,'0,'0,'554,'岡山大　　　　,'工　　　,'工／環境・社,'　,'　　　,'建築・土木,'1,'33
'1375,'46,'17,'0,'0,'501,'岡山大　　　　,'工　　　,'工／情電数理,'　,'　　　,'数学　　　,'1,'33
'1375,'46,'18,'0,'0,'555,'岡山大　　　　,'工　　　,'工／化学・生,'　,'　　　,'応用化学　,'1,'33
'1375,'46,'19,'0,'0,'553,'岡山大　　　　,'工　　　,'工／情報工学,'　,'　　　,'情報工学　,'1,'33
'1375,'55,'00,'0,'0,'601,'岡山大　　　　,'医　　　,'　　　　　　,'　,'　　　,'医　　　　,'0,'33
'1375,'55,'01,'0,'0,'601,'岡山大　　　　,'医　　　,'医　　　　　,'　,'　　　,'医　　　　,'1,'33
'1375,'55,'03,'0,'0,'651,'岡山大　　　　,'医　　　,'保健／看護学,'　,'　　　,'看護　　　,'1,'33
'1375,'55,'04,'0,'0,'657,'岡山大　　　　,'医　　　,'保健／放射線,'　,'　　　,'放射線技術,'1,'33
'1375,'55,'05,'0,'0,'658,'岡山大　　　　,'医　　　,'保健／検査技,'　,'　　　,'検査技術　,'1,'33
'1375,'58,'00,'0,'0,'611,'岡山大　　　　,'歯　　　,'　　　　　　,'　,'　　　,'歯　　　　,'0,'33
'1375,'58,'01,'0,'0,'611,'岡山大　　　　,'歯　　　,'歯　　　　　,'　,'　　　,'歯　　　　,'1,'33
'1375,'61,'00,'0,'0,'621,'岡山大　　　　,'薬　　　,'　　　　　　,'　,'　　　,'薬　　　　,'0,'33
'1375,'61,'01,'0,'0,'621,'岡山大　　　　,'薬　　　,'創薬科学　　,'　,'　　　,'薬　　　　,'1,'33
'1375,'61,'03,'0,'0,'621,'岡山大　　　　,'薬　　　,'薬　　　　　,'　,'　　　,'薬　　　　,'1,'33
'1375,'72,'00,'0,'0,'701,'岡山大　　　　,'農　　　,'　　　　　　,'　,'　　　,'農学　　　,'0,'33
'1375,'72,'01,'0,'0,'701,'岡山大　　　　,'農　　　,'農　　　　　,'　,'　　　,'農学　　　,'1,'33
'1380,'01,'00,'0,'0,'101,'広島大　　　　,'文　　　,'　　　　　　,'　,'　　　,'日本文学　,'0,'34
'1380,'01,'16,'0,'0,'101,'広島大　　　　,'文　　　,'人文　　　　,'　,'　　　,'日本文学　,'1,'34
'1380,'12,'00,'0,'0,'201,'広島大　　　　,'法　　　,'　　　　　　,'　,'　　　,'法学　　　,'0,'34
'1380,'12,'01,'0,'0,'201,'広島大　　　　,'法　　　,'法　　　　　,'　,'　　　,'法学　　　,'1,'34
'1380,'17,'00,'0,'0,'201,'広島大　　　　,'法夜　　,'　　　　　　,'　,'　　　,'法学　　　,'0,'34
'1380,'17,'01,'0,'0,'201,'広島大　　　　,'法夜　　,'法　　　　　,'　,'　　　,'法学　　　,'1,'34
'1380,'18,'00,'0,'0,'221,'広島大　　　　,'経済　　,'　　　　　　,'　,'　　　,'経済学　　,'0,'34
'1380,'18,'01,'0,'0,'221,'広島大　　　　,'経済　　,'経済　　　　,'　,'　　　,'経済学　　,'1,'34
'1380,'24,'00,'0,'0,'221,'広島大　　　　,'経済夜　,'　　　　　　,'　,'　　　,'経済学　　,'0,'34
'1380,'24,'01,'0,'0,'221,'広島大　　　　,'経済夜　,'経済　　　　,'　,'　　　,'経済学　　,'1,'34
'1380,'30,'00,'0,'0,'316,'広島大　　　　,'教育　　,'　　　　　　,'　,'　　　,'０免課程　,'0,'34
'1380,'30,'20,'0,'0,'301,'広島大　　　　,'教育　　,'学校／初等教,'　,'　　　,'小学校　　,'1,'34
'1380,'30,'21,'0,'0,'301,'広島大　　　　,'教育　　,'学校／特別支,'　,'　　　,'小学校　　,'1,'34
'1380,'30,'22,'0,'0,'306,'広島大　　　　,'教育　　,'科学／理科教,'　,'　　　,'中高－理科,'1,'34
'1380,'30,'23,'0,'0,'303,'広島大　　　　,'教育　　,'科学／数学教,'　,'　　　,'中高－数学,'1,'34
'1380,'30,'24,'0,'0,'307,'広島大　　　　,'教育　　,'科学／技術情,'　,'　　　,'中高－技術,'1,'34
'1380,'30,'25,'0,'0,'305,'広島大　　　　,'教育　　,'科学／社会認,'　,'　　　,'中高－社会,'1,'34
'1380,'30,'26,'0,'0,'302,'広島大　　　　,'教育　　,'言語／国語文,'　,'　　　,'中高－国語,'1,'34
'1380,'30,'27,'0,'0,'304,'広島大　　　　,'教育　　,'言語／英語文,'　,'　　　,'中高－英語,'1,'34
'1380,'30,'28,'0,'0,'319,'広島大　　　　,'教育　　,'言語／日本語,'　,'　　　,'日本語教育,'1,'34
'1380,'30,'29,'0,'0,'311,'広島大　　　　,'教育　　,'生涯／健康ス,'　,'　　　,'中高－体育,'1,'34
'1380,'30,'30,'0,'0,'308,'広島大　　　　,'教育　　,'生涯／家政教,'　,'　　　,'中高－家庭,'1,'34
'1380,'30,'31,'0,'0,'309,'広島大　　　　,'教育　　,'生涯／音楽教,'　,'　　　,'中高－音楽,'1,'34
'1380,'30,'32,'0,'0,'310,'広島大　　　　,'教育　　,'生涯／美術教,'　,'　　　,'中高－美術,'1,'34
'1380,'30,'33,'0,'0,'316,'広島大　　　　,'教育　　,'人間／教育学,'　,'　　　,'０免課程　,'1,'34
'1380,'30,'34,'0,'0,'105,'広島大　　　　,'教育　　,'人間／心理学,'　,'　　　,'心理学　　,'1,'34
'1380,'30,'36,'0,'0,'316,'広島大　　　　,'教育　　,'言語／多文化,'　,'　　　,'０免課程　,'1,'34
'1380,'37,'00,'0,'0,'753,'広島大　　　　,'総合科学,'　　　　　　,'　,'　　　,'総合科学　,'0,'34
'1380,'37,'01,'0,'0,'106,'広島大　　　　,'総合科学,'総合科学　　,'　,'　　　,'文化学　　,'1,'34
'1380,'37,'02,'0,'0,'753,'広島大　　　　,'総合科学,'国際共創　　,'　,'　　　,'総合科学　,'1,'34
'1380,'38,'00,'0,'0,'506,'広島大　　　　,'情報科学,'　　　　　　,'　,'　　　,'情報科学　,'0,'34
'1380,'38,'01,'0,'0,'506,'広島大　　　　,'情報科学,'情報科学　　,'　,'　　　,'情報科学　,'1,'34
'1380,'42,'00,'0,'0,'501,'広島大　　　　,'理　　　,'　　　　　　,'　,'　　　,'数学　　　,'0,'34
'1380,'42,'01,'0,'0,'503,'広島大　　　　,'理　　　,'化学　　　　,'　,'　　　,'化学　　　,'1,'34
'1380,'42,'02,'0,'0,'501,'広島大　　　　,'理　　　,'数学　　　　,'　,'　　　,'数学　　　,'1,'34
'1380,'42,'03,'0,'0,'504,'広島大　　　　,'理　　　,'生物科学　　,'　,'　　　,'生物学　　,'1,'34
'1380,'42,'04,'0,'0,'505,'広島大　　　　,'理　　　,'地球惑星シス,'　,'　　　,'地球科学　,'1,'34
'1380,'42,'07,'0,'0,'502,'広島大　　　　,'理　　　,'物理　　　　,'　,'　　　,'物理学　　,'1,'34
'1380,'46,'00,'0,'0,'551,'広島大　　　　,'工　　　,'　　　　　　,'　,'　　　,'機械工学　,'0,'34
'1380,'46,'04,'0,'0,'554,'広島大　　　　,'工　　　,'建設・環境系,'　,'　　　,'建築・土木,'1,'34
'1380,'46,'05,'0,'0,'551,'広島大　　　　,'工　　　,'機械・輸送系,'　,'　　　,'機械工学　,'1,'34
'1380,'46,'06,'0,'0,'552,'広島大　　　　,'工　　　,'電気・シス系,'　,'　　　,'電気・電子,'1,'34
'1380,'46,'07,'0,'0,'555,'広島大　　　　,'工　　　,'応用・生物系,'　,'　　　,'応用化学　,'1,'34
'1380,'55,'00,'0,'0,'601,'広島大　　　　,'医　　　,'　　　　　　,'　,'　　　,'医　　　　,'0,'34
'1380,'55,'01,'0,'0,'601,'広島大　　　　,'医　　　,'医　　　　　,'　,'　　　,'医　　　　,'1,'34
'1380,'55,'03,'0,'0,'651,'広島大　　　　,'医　　　,'保健／看護学,'　,'　　　,'看護　　　,'1,'34
'1380,'55,'04,'0,'0,'656,'広島大　　　　,'医　　　,'保健／作業療,'　,'　　　,'作業療法　,'1,'34
'1380,'55,'05,'0,'0,'655,'広島大　　　　,'医　　　,'保健／理学療,'　,'　　　,'理学療法　,'1,'34
'1380,'58,'00,'0,'0,'652,'広島大　　　　,'歯　　　,'　　　　　　,'　,'　　　,'医療技術　,'0,'34
'1380,'58,'01,'0,'0,'611,'広島大　　　　,'歯　　　,'歯　　　　　,'　,'　　　,'歯　　　　,'1,'34
'1380,'58,'02,'0,'0,'652,'広島大　　　　,'歯　　　,'口腔／口腔保,'　,'　　　,'医療技術　,'1,'34
'1380,'58,'03,'0,'0,'652,'広島大　　　　,'歯　　　,'口腔／口腔工,'　,'　　　,'医療技術　,'1,'34
'1380,'61,'00,'0,'0,'621,'広島大　　　　,'薬　　　,'　　　　　　,'　,'　　　,'薬　　　　,'0,'34
'1380,'61,'01,'0,'0,'621,'広島大　　　　,'薬　　　,'薬　　　　　,'　,'　　　,'薬　　　　,'1,'34
'1380,'61,'02,'0,'0,'621,'広島大　　　　,'薬　　　,'薬科学　　　,'　,'　　　,'薬　　　　,'1,'34
'1380,'74,'00,'0,'0,'701,'広島大　　　　,'生物生産,'　　　　　　,'　,'　　　,'農学　　　,'0,'34
'1380,'74,'01,'0,'0,'701,'広島大　　　　,'生物生産,'生物生産　　,'　,'　　　,'農学　　　,'1,'34
'1385,'02,'00,'0,'0,'101,'山口大　　　　,'人文　　,'　　　　　　,'　,'　　　,'日本文学　,'0,'35
'1385,'02,'03,'0,'0,'101,'山口大　　　　,'人文　　,'人文　　　　,'　,'　　　,'日本文学　,'1,'35
'1385,'18,'00,'0,'0,'201,'山口大　　　　,'経済　　,'　　　　　　,'　,'　　　,'法学　　　,'1,'35
'1385,'30,'00,'0,'0,'301,'山口大　　　　,'教育　　,'　　　　　　,'　,'　　　,'小学校　　,'0,'35
'1385,'30,'24,'0,'0,'301,'山口大　　　　,'教育　　,'学校／国語　,'　,'　　　,'小学校　　,'1,'35
'1385,'30,'25,'0,'0,'301,'山口大　　　　,'教育　　,'学校／社会科,'　,'　　　,'小学校　　,'1,'35
'1385,'30,'26,'0,'0,'301,'山口大　　　　,'教育　　,'学校／数学　,'　,'　　　,'小学校　　,'1,'35
'1385,'30,'27,'0,'0,'301,'山口大　　　　,'教育　　,'学校／理科　,'　,'　　　,'小学校　　,'1,'35
'1385,'30,'28,'0,'0,'301,'山口大　　　　,'教育　　,'学校／音楽　,'　,'　　　,'小学校　　,'1,'35
'1385,'30,'29,'0,'0,'301,'山口大　　　　,'教育　　,'学校／美術　,'　,'　　　,'小学校　　,'1,'35
'1385,'30,'30,'0,'0,'301,'山口大　　　　,'教育　　,'学校／保健体,'　,'　　　,'小学校　　,'1,'35
'1385,'30,'31,'0,'0,'301,'山口大　　　　,'教育　　,'学校／技術　,'　,'　　　,'小学校　　,'1,'35
'1385,'30,'32,'0,'0,'301,'山口大　　　　,'教育　　,'学校／家政　,'　,'　　　,'小学校　　,'1,'35
'1385,'30,'33,'0,'0,'301,'山口大　　　　,'教育　　,'学校／英語　,'　,'　　　,'小学校　　,'1,'35
'1385,'30,'34,'0,'0,'312,'山口大　　　　,'教育　　,'学校／幼児教,'　,'　　　,'幼稚園　　,'1,'35
'1385,'30,'35,'0,'0,'313,'山口大　　　　,'教育　　,'学校／特別支,'　,'　　　,'特別支援教,'1,'35
'1385,'30,'45,'0,'0,'301,'山口大　　　　,'教育　　,'学校／小学総,'　,'　　　,'小学校　　,'1,'35
'1385,'30,'46,'0,'0,'301,'山口大　　　　,'教育　　,'学校／教育学,'　,'　　　,'小学校　　,'1,'35
'1385,'30,'48,'0,'0,'261,'山口大　　　　,'教育　　,'学校／国際理,'　,'　　　,'国際関係学,'1,'35
'1385,'30,'49,'0,'0,'301,'山口大　　　　,'教育　　,'学校／情報教,'　,'　　　,'小学校　　,'1,'35
'1385,'37,'00,'0,'0,'261,'山口大　　　　,'国際総合,'　　　　　　,'　,'　　　,'国際関係学,'0,'35
'1385,'37,'01,'0,'0,'261,'山口大　　　　,'国際総合,'国際総合科学,'　,'　　　,'国際関係学,'1,'35
'1385,'38,'00,'0,'0,'553,'山口大　　　　,'情報　　,'　　　　　　,'　,'　　　,'情報工学　,'0,'35
'1385,'38,'01,'0,'0,'553,'山口大　　　　,'情報　　,'情報　　　　,'　,'　　　,'情報工学　,'1,'35
'1385,'42,'00,'0,'0,'501,'山口大　　　　,'理　　　,'　　　　　　,'　,'　　　,'数学　　　,'0,'35
'1385,'42,'02,'0,'0,'501,'山口大　　　　,'理　　　,'数理科学　　,'　,'　　　,'数学　　　,'1,'35
'1385,'42,'03,'0,'0,'502,'山口大　　　　,'理　　　,'物理・情報科,'　,'　　　,'物理学　　,'1,'35
'1385,'42,'06,'0,'0,'505,'山口大　　　　,'理　　　,'地球圏システ,'　,'　　　,'地球科学　,'1,'35
'1385,'42,'08,'0,'0,'503,'山口大　　　　,'理　　　,'化学　　　　,'　,'　　　,'化学　　　,'1,'35
'1385,'42,'09,'0,'0,'504,'山口大　　　　,'理　　　,'生物　　　　,'　,'　　　,'生物学　　,'1,'35
'1385,'46,'00,'0,'0,'554,'山口大　　　　,'工　　　,'　　　　　　,'　,'　　　,'建築・土木,'0,'35
'1385,'46,'07,'0,'0,'554,'山口大　　　　,'工　　　,'建築　　　　,'　,'　　　,'建築・土木,'1,'35
'1385,'46,'09,'0,'0,'551,'山口大　　　　,'工　　　,'創成／機械系,'　,'　　　,'機械工学　,'1,'35
'1385,'46,'10,'0,'0,'554,'山口大　　　　,'工　　　,'創成／国土環,'　,'　　　,'建築・土木,'1,'35
'1385,'46,'11,'0,'0,'555,'山口大　　　　,'工　　　,'創成／化学系,'　,'　　　,'応用化学　,'1,'35
'1385,'46,'12,'0,'0,'552,'山口大　　　　,'工　　　,'創成／電気電,'　,'　　　,'電気・電子,'1,'35
'1385,'55,'00,'0,'0,'601,'山口大　　　　,'医　　　,'　　　　　　,'　,'　　　,'医　　　　,'0,'35
'1385,'55,'01,'0,'0,'601,'山口大　　　　,'医　　　,'医　　　　　,'　,'　　　,'医　　　　,'1,'35
'1385,'55,'03,'0,'0,'651,'山口大　　　　,'医　　　,'保健／看護学,'　,'　　　,'看護　　　,'1,'35
'1385,'55,'04,'0,'0,'658,'山口大　　　　,'医　　　,'保健／検査技,'　,'　　　,'検査技術　,'1,'35
'1385,'72,'00,'0,'0,'701,'山口大　　　　,'農　　　,'　　　　　　,'　,'　　　,'農学　　　,'0,'35
'1385,'72,'03,'0,'0,'701,'山口大　　　　,'農　　　,'生物資源環境,'　,'　　　,'農学　　　,'1,'35
'1385,'72,'04,'0,'0,'703,'山口大　　　　,'農　　　,'生物機能科学,'　,'　　　,'農芸化学　,'1,'35
'1385,'74,'00,'0,'0,'705,'山口大　　　　,'共同獣医,'　　　　　　,'　,'　　　,'獣医学　　,'0,'35
'1385,'74,'01,'0,'0,'705,'山口大　　　　,'共同獣医,'共同獣医　　,'　,'　　　,'獣医学　　,'1,'35
'1385,'88,'00,'0,'0,'105,'山口大　　　　,'ひとまち,'　　　　　　,'　,'　　　,'心理学　　,'1,'35
'1390,'37,'00,'0,'0,'105,'徳島大　　　　,'総合科学,'　　　　　　,'　,'　　　,'心理学　　,'0,'36
'1390,'37,'06,'0,'0,'105,'徳島大　　　　,'総合科学,'社会総合科学,'　,'　　　,'心理学　　,'1,'36
'1390,'47,'00,'0,'0,'506,'徳島大　　　　,'理工　　,'　　　　　　,'　,'　　　,'情報科学　,'0,'36
'1390,'47,'02,'0,'0,'554,'徳島大　　　　,'理工　　,'理工／社会基,'　,'　　　,'建築・土木,'1,'36
'1390,'47,'03,'0,'0,'551,'徳島大　　　　,'理工　　,'理工／機械科,'　,'　　　,'機械工学　,'1,'36
'1390,'47,'04,'0,'0,'555,'徳島大　　　　,'理工　　,'理工／応用化,'　,'　　　,'応用化学　,'1,'36
'1390,'47,'05,'0,'0,'552,'徳島大　　　　,'理工　　,'理工／電気電,'　,'　　　,'電気・電子,'1,'36
'1390,'47,'10,'0,'0,'553,'徳島大　　　　,'理工　　,'理工／知能情,'　,'　　　,'情報工学　,'1,'36
'1390,'47,'11,'0,'0,'553,'徳島大　　　　,'理工　　,'理工／光シス,'　,'　　　,'情報工学　,'1,'36
'1390,'47,'12,'0,'0,'501,'徳島大　　　　,'理工　　,'理工／数理科,'　,'　　　,'数学　　　,'1,'36
'1390,'47,'13,'0,'0,'507,'徳島大　　　　,'理工　　,'理工／自然科,'　,'　　　,'総合理学　,'1,'36
