'大学ｺｰﾄﾞ,'学部ｺｰﾄﾞ,'学科ｺｰﾄﾞ,'日程ｺｰﾄﾞ,'方式ｺｰﾄﾞ,'小分類CD,'大学名,'学部名,'学科名,'日程,'入試方式,'小分類名,'募集単位,'県CD
'3484,'30,'16,'0,'0,'301,'岐阜聖徳学園大,'教育　　,'学校／英語　,'　,'　　　,'小学校　　,'1,'21
'3484,'30,'17,'0,'0,'301,'岐阜聖徳学園大,'教育　　,'学校／保育初,'　,'　　　,'小学校　　,'1,'21
'3484,'30,'18,'0,'0,'313,'岐阜聖徳学園大,'教育　　,'学校／特別支,'　,'　　　,'特別支援教,'1,'21
'3484,'30,'19,'0,'0,'105,'岐阜聖徳学園大,'教育　　,'学校／学校心,'　,'　　　,'心理学　　,'1,'21
'3484,'64,'00,'0,'0,'651,'岐阜聖徳学園大,'看護　　,'　　　　　　,'　,'　　　,'看護　　　,'0,'21
'3484,'64,'01,'0,'0,'651,'岐阜聖徳学園大,'看護　　,'看護　　　　,'　,'　　　,'看護　　　,'1,'21
'3485,'19,'00,'0,'0,'222,'中京学院大　　,'経営　　,'　　　　　　,'　,'　　　,'経営学・商,'0,'21
'3485,'19,'01,'0,'0,'222,'中京学院大　　,'経営　　,'経営　　　　,'　,'　　　,'経営学・商,'1,'21
'3485,'64,'00,'0,'0,'651,'中京学院大　　,'看護　　,'　　　　　　,'　,'　　　,'看護　　　,'0,'21
'3485,'64,'01,'0,'0,'651,'中京学院大　　,'看護　　,'看護　　　　,'　,'　　　,'看護　　　,'1,'21
'3486,'37,'00,'0,'0,'105,'東海学院大　　,'人間関係,'　　　　　　,'　,'　　　,'心理学　　,'0,'21
'3486,'37,'01,'0,'0,'105,'東海学院大　　,'人間関係,'心理　　　　,'　,'　　　,'心理学　　,'1,'21
'3486,'37,'03,'0,'0,'301,'東海学院大　　,'人間関係,'子ども発達　,'　,'　　　,'小学校　　,'1,'21
'3486,'64,'00,'0,'0,'222,'東海学院大　　,'健康福祉,'　　　　　　,'　,'　　　,'経営学・商,'0,'21
'3486,'64,'01,'0,'0,'402,'東海学院大　　,'健康福祉,'医療栄養　　,'　,'　　　,'食物・栄養,'1,'21
'3486,'64,'02,'0,'0,'222,'東海学院大　　,'健康福祉,'総合福祉　　,'　,'　　　,'経営学・商,'1,'21
'3487,'27,'00,'0,'0,'105,'中部学院大　　,'人間福祉,'　　　　　　,'　,'　　　,'心理学　　,'0,'21
'3487,'27,'01,'0,'0,'105,'中部学院大　　,'人間福祉,'人間福祉　　,'　,'　　　,'心理学　　,'1,'21
'3487,'30,'00,'0,'0,'301,'中部学院大　　,'教育　　,'　　　　　　,'　,'　　　,'小学校　　,'0,'21
'3487,'30,'01,'0,'0,'301,'中部学院大　　,'教育　　,'子ども教育　,'　,'　　　,'小学校　　,'1,'21
'3487,'64,'00,'0,'0,'651,'中部学院大　　,'看護リハ,'　　　　　　,'　,'　　　,'看護　　　,'0,'21
'3487,'64,'01,'0,'0,'655,'中部学院大　　,'看護リハ,'理学療法　　,'　,'　　　,'理学療法　,'1,'21
'3487,'64,'02,'0,'0,'651,'中部学院大　　,'看護リハ,'看護　　　　,'　,'　　　,'看護　　　,'1,'21
'3487,'65,'00,'0,'0,'654,'中部学院大　　,'スポーツ,'　　　　　　,'　,'　　　,'体育・健康,'0,'21
'3487,'65,'01,'0,'0,'654,'中部学院大　　,'スポーツ,'スポーツ健康,'　,'　　　,'体育・健康,'1,'21
'3488,'61,'00,'0,'0,'621,'岐阜医療科学大,'薬　　　,'　　　　　　,'　,'　　　,'薬　　　　,'0,'21
'3488,'61,'01,'0,'0,'621,'岐阜医療科学大,'薬　　　,'薬　　　　　,'　,'　　　,'薬　　　　,'1,'21
'3488,'64,'00,'0,'0,'657,'岐阜医療科学大,'保健科学,'　　　　　　,'　,'　　　,'放射線技術,'0,'21
'3488,'64,'01,'0,'0,'657,'岐阜医療科学大,'保健科学,'放射線技術　,'　,'　　　,'放射線技術,'1,'21
'3488,'64,'02,'0,'0,'658,'岐阜医療科学大,'保健科学,'臨床検査　　,'　,'　　　,'検査技術　,'1,'21
'3488,'65,'00,'0,'0,'651,'岐阜医療科学大,'看護　　,'　　　　　　,'　,'　　　,'看護　　　,'0,'21
'3488,'65,'01,'0,'0,'651,'岐阜医療科学大,'看護　　,'看護　　　　,'　,'　　　,'看護　　　,'1,'21
'3489,'64,'00,'0,'0,'651,'岐阜保健大　　,'看護　　,'　　　　　　,'　,'　　　,'看護　　　,'0,'21
'3489,'64,'01,'0,'0,'651,'岐阜保健大　　,'看護　　,'看護　　　　,'　,'　　　,'看護　　　,'1,'21
'3489,'65,'00,'0,'0,'655,'岐阜保健大　　,'リハビリ,'　　　　　　,'　,'　　　,'理学療法　,'0,'21
'3489,'65,'01,'0,'0,'655,'岐阜保健大　　,'リハビリ,'理学療法　　,'　,'　　　,'理学療法　,'1,'21
'3489,'65,'02,'0,'0,'656,'岐阜保健大　　,'リハビリ,'作業療法　　,'　,'　　　,'作業療法　,'1,'21
'3490,'37,'00,'0,'0,'753,'コー・イノベ大,'共創　　,'　　　　　　,'　,'　　　,'総合科学　,'0,'21
'3490,'37,'01,'0,'0,'753,'コー・イノベ大,'共創　　,'地域共創　　,'　,'　　　,'総合科学　,'1,'21
'3501,'19,'00,'0,'0,'105,'静岡産業大　　,'経営　　,'　　　　　　,'　,'　　　,'心理学　　,'1,'22
'3501,'64,'00,'0,'0,'311,'静岡産業大　　,'スポーツ,'　　　　　　,'　,'　　　,'中高－体育,'0,'22
'3501,'64,'01,'0,'0,'311,'静岡産業大　　,'スポーツ,'スポーツ科学,'　,'　　　,'中高－体育,'1,'22
'3502,'37,'00,'0,'0,'506,'静岡理工科大　,'情報　　,'　　　　　　,'　,'　　　,'情報科学　,'0,'22
'3502,'37,'06,'0,'0,'506,'静岡理工科大　,'情報　　,'情報　　　　,'　,'　　　,'情報科学　,'1,'22
'3502,'47,'00,'0,'0,'551,'静岡理工科大　,'理工　　,'　　　　　　,'　,'　　　,'機械工学　,'0,'22
'3502,'47,'08,'0,'0,'551,'静岡理工科大　,'理工　　,'理工／機械工,'　,'　　　,'機械工学　,'1,'22
'3502,'47,'09,'0,'0,'552,'静岡理工科大　,'理工　　,'理工／電気電,'　,'　　　,'電気・電子,'1,'22
'3502,'47,'10,'0,'0,'555,'静岡理工科大　,'理工　　,'理工／物質生,'　,'　　　,'応用化学　,'1,'22
'3502,'48,'00,'0,'0,'554,'静岡理工科大　,'建築都市,'　　　　　　,'　,'　　　,'建築・土木,'0,'22
'3502,'48,'01,'0,'0,'554,'静岡理工科大　,'建築都市,'建築／建築学,'　,'　　　,'建築・土木,'1,'22
'3502,'48,'02,'0,'0,'554,'静岡理工科大　,'建築都市,'建築／都市デ,'　,'　　　,'建築・土木,'1,'22
'3503,'26,'00,'0,'0,'242,'聖隷クリスト大,'社会福祉,'　　　　　　,'　,'　　　,'社会福祉学,'0,'22
'3503,'26,'03,'0,'0,'242,'聖隷クリスト大,'社会福祉,'社会福祉　　,'　,'　　　,'社会福祉学,'1,'22
'3503,'31,'00,'0,'0,'105,'聖隷クリスト大,'国際教育,'　　　　　　,'　,'　　　,'心理学　　,'0,'22
'3503,'31,'01,'0,'0,'105,'聖隷クリスト大,'国際教育,'こども教育　,'　,'　　　,'心理学　　,'1,'22
'3503,'64,'00,'0,'0,'651,'聖隷クリスト大,'看護　　,'　　　　　　,'　,'　　　,'看護　　　,'0,'22
'3503,'64,'01,'0,'0,'651,'聖隷クリスト大,'看護　　,'看護　　　　,'　,'　　　,'看護　　　,'1,'22
'3503,'65,'00,'0,'0,'652,'聖隷クリスト大,'リハビリ,'　　　　　　,'　,'　　　,'医療技術　,'0,'22
'3503,'65,'04,'0,'0,'655,'聖隷クリスト大,'リハビリ,'理学療法　　,'　,'　　　,'理学療法　,'1,'22
'3503,'65,'05,'0,'0,'656,'聖隷クリスト大,'リハビリ,'作業療法　　,'　,'　　　,'作業療法　,'1,'22
'3503,'65,'06,'0,'0,'652,'聖隷クリスト大,'リハビリ,'言語聴覚　　,'　,'　　　,'医療技術　,'1,'22
'3504,'08,'00,'0,'0,'151,'常葉大　　　　,'外国語　,'　　　　　　,'　,'　　　,'英米語　　,'0,'22
'3504,'08,'01,'0,'0,'106,'常葉大　　　　,'外国語　,'英米語　　　,'　,'　　　,'文化学　　,'1,'22
'3504,'08,'03,'0,'0,'151,'常葉大　　　　,'外国語　,'グローバルコ,'　,'　　　,'英米語　　,'1,'22
'3504,'12,'00,'0,'0,'201,'常葉大　　　　,'法　　　,'　　　　　　,'　,'　　　,'法学　　　,'0,'22
'3504,'12,'01,'0,'0,'201,'常葉大　　　　,'法　　　,'法律　　　　,'　,'　　　,'法学　　　,'1,'22
'3504,'19,'00,'0,'0,'222,'常葉大　　　　,'経営　　,'　　　　　　,'　,'　　　,'経営学・商,'0,'22
'3504,'19,'01,'0,'0,'222,'常葉大　　　　,'経営　　,'経営　　　　,'　,'　　　,'経営学・商,'1,'22
'3504,'27,'00,'0,'0,'753,'常葉大　　　　,'社会環境,'　　　　　　,'　,'　　　,'総合科学　,'0,'22
'3504,'27,'01,'0,'0,'753,'常葉大　　　　,'社会環境,'社会環境　　,'　,'　　　,'総合科学　,'1,'22
'3504,'30,'00,'0,'0,'316,'常葉大　　　　,'教育　　,'　　　　　　,'　,'　　　,'０免課程　,'0,'22
'3504,'30,'09,'0,'0,'301,'常葉大　　　　,'教育　　,'学校教育　　,'　,'　　　,'小学校　　,'1,'22
'3504,'30,'10,'0,'0,'105,'常葉大　　　　,'教育　　,'心理教育　　,'　,'　　　,'心理学　　,'1,'22
'3504,'30,'11,'0,'0,'316,'常葉大　　　　,'教育　　,'生涯／生涯学,'　,'　　　,'０免課程　,'1,'22
'3504,'30,'12,'0,'0,'316,'常葉大　　　　,'教育　　,'生涯／生涯ス,'　,'　　　,'０免課程　,'1,'22
'3504,'64,'00,'0,'0,'651,'常葉大　　　　,'健康科学,'　　　　　　,'　,'　　　,'看護　　　,'0,'22
'3504,'64,'01,'0,'0,'651,'常葉大　　　　,'健康科学,'看護　　　　,'　,'　　　,'看護　　　,'1,'22
'3504,'64,'02,'0,'0,'655,'常葉大　　　　,'健康科学,'静岡理学療法,'　,'　　　,'理学療法　,'1,'22
'3504,'65,'00,'0,'0,'652,'常葉大　　　　,'健康プロ,'　　　　　　,'　,'　　　,'医療技術　,'0,'22
'3504,'65,'01,'0,'0,'402,'常葉大　　　　,'健康プロ,'健康栄養　　,'　,'　　　,'食物・栄養,'1,'22
'3504,'65,'02,'0,'0,'404,'常葉大　　　　,'健康プロ,'保育健康　　,'　,'　　　,'児童学　　,'1,'22
'3504,'65,'03,'0,'0,'654,'常葉大　　　　,'健康プロ,'スポーツ健康,'　,'　　　,'体育・健康,'1,'22
'3504,'65,'04,'0,'0,'652,'常葉大　　　　,'健康プロ,'健康鍼灸　　,'　,'　　　,'医療技術　,'1,'22
'3504,'65,'05,'0,'0,'652,'常葉大　　　　,'健康プロ,'健康柔道整復,'　,'　　　,'医療技術　,'1,'22
'3504,'66,'00,'0,'0,'655,'常葉大　　　　,'保健医療,'　　　　　　,'　,'　　　,'理学療法　,'0,'22
'3504,'66,'01,'0,'0,'655,'常葉大　　　　,'保健医療,'理学療法　　,'　,'　　　,'理学療法　,'1,'22
'3504,'66,'02,'0,'0,'656,'常葉大　　　　,'保健医療,'作業療法　　,'　,'　　　,'作業療法　,'1,'22
'3504,'79,'00,'0,'0,'404,'常葉大　　　　,'保育　　,'　　　　　　,'　,'　　　,'児童学　　,'0,'22
'3504,'79,'01,'0,'0,'404,'常葉大　　　　,'保育　　,'保育　　　　,'　,'　　　,'児童学　　,'1,'22
'3504,'83,'00,'0,'0,'405,'常葉大　　　　,'造形　　,'　　　　　　,'　,'　　　,'住居学　　,'0,'22
'3504,'83,'01,'0,'0,'405,'常葉大　　　　,'造形　　,'造形　　　　,'　,'　　　,'住居学　　,'1,'22
'3508,'27,'00,'0,'0,'105,'静岡英和学院大,'人間社会,'　　　　　　,'　,'　　　,'心理学　　,'1,'22
'3509,'27,'00,'0,'0,'106,'浜松学院大　　,'地域共創,'　　　　　　,'　,'　　　,'文化学　　,'0,'22
'3509,'27,'01,'0,'0,'106,'浜松学院大　　,'地域共創,'地域経営　　,'　,'　　　,'文化学　　,'1,'22
'3509,'27,'02,'0,'0,'301,'浜松学院大　　,'地域共創,'地域子ども教,'　,'　　　,'小学校　　,'1,'22
'3510,'26,'00,'0,'0,'242,'静岡福祉大　　,'社会福祉,'　　　　　　,'　,'　　　,'社会福祉学,'0,'22
'3510,'26,'02,'0,'0,'105,'静岡福祉大　　,'社会福祉,'福祉心理　　,'　,'　　　,'心理学　　,'1,'22
'3510,'26,'04,'0,'0,'242,'静岡福祉大　　,'社会福祉,'健康福祉　　,'　,'　　　,'社会福祉学,'1,'22
'3510,'79,'00,'0,'0,'301,'静岡福祉大　　,'子ども　,'　　　　　　,'　,'　　　,'小学校　　,'0,'22
'3510,'79,'01,'0,'0,'301,'静岡福祉大　　,'子ども　,'子ども　　　,'　,'　　　,'小学校　　,'1,'22
'3521,'01,'00,'0,'0,'106,'愛知大　　　　,'文　　　,'　　　　　　,'　,'　　　,'文化学　　,'0,'23
'3521,'01,'25,'0,'0,'104,'愛知大　　　　,'文　　　,'人文／現代文,'　,'　　　,'哲学倫理宗,'1,'23
'3521,'01,'26,'0,'0,'241,'愛知大　　　　,'文　　　,'人文／社会学,'　,'　　　,'社会学　　,'1,'23
'3521,'01,'30,'0,'0,'106,'愛知大　　　　,'文　　　,'人文／欧米言,'　,'　　　,'文化学　　,'1,'23
'3521,'01,'31,'0,'0,'105,'愛知大　　　　,'文　　　,'心理　　　　,'　,'　　　,'心理学　　,'1,'23
'3521,'01,'32,'0,'0,'103,'愛知大　　　　,'文　　　,'歴史地理　　,'　,'　　　,'地理学　　,'1,'23
'3521,'01,'33,'0,'0,'101,'愛知大　　　　,'文　　　,'日本語日本文,'　,'　　　,'日本文学　,'1,'23
'3521,'03,'00,'0,'0,'152,'愛知大　　　　,'現代中国,'　　　　　　,'　,'　　　,'中国語　　,'0,'23
'3521,'03,'01,'0,'0,'152,'愛知大　　　　,'現代中国,'現代中国　　,'　,'　　　,'中国語　　,'1,'23
'3521,'12,'00,'0,'0,'201,'愛知大　　　　,'法　　　,'　　　　　　,'　,'　　　,'法学　　　,'0,'23
'3521,'12,'01,'0,'0,'201,'愛知大　　　　,'法　　　,'法　　　　　,'　,'　　　,'法学　　　,'1,'23
'3521,'13,'00,'0,'0,'202,'愛知大　　　　,'地域政策,'　　　　　　,'　,'　　　,'政治学　　,'0,'23
'3521,'13,'01,'0,'0,'202,'愛知大　　　　,'地域政策,'地域／公共政,'　,'　　　,'政治学　　,'1,'23
'3521,'13,'02,'0,'0,'202,'愛知大　　　　,'地域政策,'地域／経済産,'　,'　　　,'政治学　　,'1,'23
'3521,'13,'05,'0,'0,'654,'愛知大　　　　,'地域政策,'地域／健康ス,'　,'　　　,'体育・健康,'1,'23
'3521,'13,'06,'0,'0,'701,'愛知大　　　　,'地域政策,'地域／食農環,'　,'　　　,'農学　　　,'1,'23
'3521,'13,'07,'0,'0,'753,'愛知大　　　　,'地域政策,'地域／まちづ,'　,'　　　,'総合科学　,'1,'23
'3521,'18,'00,'0,'0,'221,'愛知大　　　　,'経済　　,'　　　　　　,'　,'　　　,'経済学　　,'0,'23
'3521,'18,'01,'0,'0,'221,'愛知大　　　　,'経済　　,'経済　　　　,'　,'　　　,'経済学　　,'1,'23
'3521,'19,'00,'0,'0,'222,'愛知大　　　　,'経営　　,'　　　　　　,'　,'　　　,'経営学・商,'0,'23
'3521,'19,'01,'0,'0,'222,'愛知大　　　　,'経営　　,'経営　　　　,'　,'　　　,'経営学・商,'1,'23
'3521,'19,'02,'0,'0,'222,'愛知大　　　　,'経営　　,'会計ファイナ,'　,'　　　,'経営学・商,'1,'23
'3521,'37,'00,'0,'0,'106,'愛知大　　　　,'国際コミ,'　　　　　　,'　,'　　　,'文化学　　,'0,'23
'3521,'37,'01,'0,'0,'151,'愛知大　　　　,'国際コミ,'英語　　　　,'　,'　　　,'英米語　　,'1,'23
'3521,'37,'02,'0,'0,'106,'愛知大　　　　,'国際コミ,'国際教養　　,'　,'　　　,'文化学　　,'1,'23
'3522,'55,'00,'0,'0,'601,'愛知医大　　　,'医　　　,'　　　　　　,'　,'　　　,'医　　　　,'0,'23
'3522,'55,'01,'0,'0,'601,'愛知医大　　　,'医　　　,'医　　　　　,'　,'　　　,'医　　　　,'1,'23
'3522,'64,'00,'0,'0,'651,'愛知医大　　　,'看護　　,'　　　　　　,'　,'　　　,'看護　　　,'0,'23
'3522,'64,'01,'0,'0,'651,'愛知医大　　　,'看護　　,'看護　　　　,'　,'　　　,'看護　　　,'1,'23
'3523,'01,'00,'0,'0,'106,'愛知学院大　　,'文　　　,'　　　　　　,'　,'　　　,'文化学　　,'0,'23
'3523,'01,'01,'0,'0,'106,'愛知学院大　　,'文　　　,'英語英米文化,'　,'　　　,'文化学　　,'1,'23
'3523,'01,'02,'0,'0,'104,'愛知学院大　　,'文　　　,'宗教文化　　,'　,'　　　,'哲学倫理宗,'1,'23
'3523,'01,'04,'0,'0,'106,'愛知学院大　　,'文　　　,'日本文化　　,'　,'　　　,'文化学　　,'1,'23
'3523,'01,'05,'0,'0,'107,'愛知学院大　　,'文　　　,'歴史　　　　,'　,'　　　,'西洋史　　,'1,'23
'3523,'01,'06,'0,'0,'151,'愛知学院大　　,'文　　　,'グローバル英,'　,'　　　,'英米語　　,'1,'23
'3523,'04,'00,'0,'0,'105,'愛知学院大　　,'心理　　,'　　　　　　,'　,'　　　,'心理学　　,'0,'23
'3523,'04,'01,'0,'0,'105,'愛知学院大　　,'心理　　,'心理　　　　,'　,'　　　,'心理学　　,'1,'23
'3523,'12,'00,'0,'0,'201,'愛知学院大　　,'法　　　,'　　　　　　,'　,'　　　,'法学　　　,'0,'23
'3523,'12,'01,'0,'0,'201,'愛知学院大　　,'法　　　,'法律　　　　,'　,'　　　,'法学　　　,'1,'23
'3523,'12,'02,'0,'0,'201,'愛知学院大　　,'法　　　,'現代社会法　,'　,'　　　,'法学　　　,'1,'23
'3523,'13,'00,'0,'0,'753,'愛知学院大　　,'総合政策,'　　　　　　,'　,'　　　,'総合科学　,'0,'23
'3523,'13,'01,'0,'0,'753,'愛知学院大　　,'総合政策,'総合政策　　,'　,'　　　,'総合科学　,'1,'23
'3523,'18,'00,'0,'0,'221,'愛知学院大　　,'経済　　,'　　　　　　,'　,'　　　,'経済学　　,'0,'23
'3523,'18,'01,'0,'0,'221,'愛知学院大　　,'経済　　,'経済　　　　,'　,'　　　,'経済学　　,'1,'23
'3523,'19,'00,'0,'0,'222,'愛知学院大　　,'経営　　,'　　　　　　,'　,'　　　,'経営学・商,'0,'23
'3523,'19,'01,'0,'0,'222,'愛知学院大　　,'経営　　,'経営　　　　,'　,'　　　,'経営学・商,'1,'23
'3523,'20,'00,'0,'0,'222,'愛知学院大　　,'商　　　,'　　　　　　,'　,'　　　,'経営学・商,'0,'23
'3523,'20,'01,'0,'0,'222,'愛知学院大　　,'商　　　,'商　　　　　,'　,'　　　,'経営学・商,'1,'23
'3523,'58,'00,'0,'0,'611,'愛知学院大　　,'歯　　　,'　　　　　　,'　,'　　　,'歯　　　　,'0,'23
'3523,'58,'01,'0,'0,'611,'愛知学院大　　,'歯　　　,'歯　　　　　,'　,'　　　,'歯　　　　,'1,'23
'3523,'61,'00,'0,'0,'621,'愛知学院大　　,'薬　　　,'　　　　　　,'　,'　　　,'薬　　　　,'0,'23
'3523,'61,'01,'0,'0,'621,'愛知学院大　　,'薬　　　,'医療薬　　　,'　,'　　　,'薬　　　　,'1,'23
'3523,'64,'00,'0,'0,'314,'愛知学院大　　,'健康科学,'　　　　　　,'　,'　　　,'養護　　　,'0,'23
'3523,'64,'01,'0,'0,'314,'愛知学院大　　,'健康科学,'健康科学　　,'　,'　　　,'養護　　　,'1,'23
'3523,'64,'02,'0,'0,'402,'愛知学院大　　,'健康科学,'健康栄養　　,'　,'　　　,'食物・栄養,'1,'23
'3524,'79,'00,'0,'0,'301,'愛知学泉大　　,'家政　　,'　　　　　　,'　,'　　　,'小学校　　,'0,'23
'3524,'79,'05,'0,'0,'401,'愛知学泉大　　,'家政　　,'ライフスタイ,'　,'　　　,'生活科学　,'1,'23
'3524,'79,'06,'0,'0,'402,'愛知学泉大　　,'家政　　,'管理栄養　　,'　,'　　　,'食物・栄養,'1,'23
'3524,'79,'07,'0,'0,'301,'愛知学泉大　　,'家政　　,'こどもの生活,'　,'　　　,'小学校　　,'1,'23
'3525,'19,'00,'0,'0,'222,'愛知工業大　　,'経営　　,'　　　　　　,'　,'　　　,'経営学・商,'0,'23
'3525,'19,'01,'0,'0,'223,'愛知工業大　　,'経営　　,'経営／経営情,'　,'　　　,'経営情報学,'1,'23
'3525,'19,'03,'0,'0,'222,'愛知工業大　　,'経営　　,'経営／スポー,'　,'　　　,'経営学・商,'1,'23
'3525,'37,'00,'0,'0,'553,'愛知工業大　　,'情報科学,'　　　　　　,'　,'　　　,'情報工学　,'0,'23
'3525,'37,'01,'0,'0,'553,'愛知工業大　　,'情報科学,'情報／コンピ,'　,'　　　,'情報工学　,'1,'23
'3525,'37,'02,'0,'0,'455,'愛知工業大　　,'情報科学,'情報／メディ,'　,'　　　,'映像　　　,'1,'23
'3525,'46,'00,'0,'0,'554,'愛知工業大　　,'工　　　,'　　　　　　,'　,'　　　,'建築・土木,'0,'23
'3525,'46,'11,'0,'0,'552,'愛知工業大　　,'工　　　,'電気／電気工,'　,'　　　,'電気・電子,'1,'23
'3525,'46,'13,'0,'0,'555,'愛知工業大　　,'工　　　,'応用／応用化,'　,'　　　,'応用化学　,'1,'23
'3525,'46,'14,'0,'0,'551,'愛知工業大　　,'工　　　,'機械／機械工,'　,'　　　,'機械工学　,'1,'23
'3525,'46,'16,'0,'0,'554,'愛知工業大　　,'工　　　,'社会／土木工,'　,'　　　,'建築・土木,'1,'23
'3525,'46,'21,'0,'0,'555,'愛知工業大　　,'工　　　,'応用／バイオ,'　,'　　　,'応用化学　,'1,'23
'3525,'46,'22,'0,'0,'552,'愛知工業大　　,'工　　　,'電気／電子情,'　,'　　　,'電気・電子,'1,'23
'3525,'46,'23,'0,'0,'551,'愛知工業大　　,'工　　　,'機械／機械創,'　,'　　　,'機械工学　,'1,'23
'3525,'46,'25,'0,'0,'554,'愛知工業大　　,'工　　　,'建築／建築学,'　,'　　　,'建築・土木,'1,'23
'3525,'46,'26,'0,'0,'405,'愛知工業大　　,'工　　　,'建築／住居デ,'　,'　　　,'住居学　　,'1,'23
'3525,'46,'27,'0,'0,'554,'愛知工業大　　,'工　　　,'社会／都市デ,'　,'　　　,'建築・土木,'1,'23
'3526,'19,'00,'0,'0,'222,'愛知産業大　　,'経営　　,'　　　　　　,'　,'　　　,'経営学・商,'0,'23
'3526,'19,'03,'0,'0,'222,'愛知産業大　　,'経営　　,'総合経営　　,'　,'　　　,'経営学・商,'1,'23
'3526,'83,'00,'0,'0,'451,'愛知産業大　　,'造形　　,'　　　　　　,'　,'　　　,'美術・デザ,'0,'23
'3526,'83,'01,'0,'0,'554,'愛知産業大　　,'造形　　,'建築　　　　,'　,'　　　,'建築・土木,'1,'23
'3526,'83,'03,'0,'0,'451,'愛知産業大　　,'造形　　,'スマートデザ,'　,'　　　,'美術・デザ,'1,'23
'3527,'01,'00,'0,'0,'101,'愛知淑徳大　　,'文　　　,'　　　　　　,'　,'　　　,'日本文学　,'0,'23
'3527,'01,'09,'0,'0,'101,'愛知淑徳大　　,'文　　　,'国文　　　　,'　,'　　　,'日本文学　,'1,'23
'3527,'04,'00,'0,'0,'105,'愛知淑徳大　　,'心理　　,'　　　　　　,'　,'　　　,'心理学　　,'0,'23
'3527,'04,'01,'0,'0,'105,'愛知淑徳大　　,'心理　　,'心理　　　　,'　,'　　　,'心理学　　,'1,'23
'3527,'21,'00,'0,'0,'222,'愛知淑徳大　　,'ビジネス,'　　　　　　,'　,'　　　,'経営学・商,'0,'23
'3527,'21,'01,'0,'0,'222,'愛知淑徳大　　,'ビジネス,'ビジネス　　,'　,'　　　,'経営学・商,'1,'23
'3527,'28,'00,'0,'0,'242,'愛知淑徳大　　,'福祉貢献,'　　　　　　,'　,'　　　,'社会福祉学,'0,'23
'3527,'28,'01,'0,'0,'242,'愛知淑徳大　　,'福祉貢献,'福祉／社会福,'　,'　　　,'社会福祉学,'1,'23
'3527,'28,'02,'0,'0,'312,'愛知淑徳大　　,'福祉貢献,'福祉／子ども,'　,'　　　,'幼稚園　　,'1,'23
'3527,'30,'00,'0,'0,'301,'愛知淑徳大　　,'教育　　,'　　　　　　,'　,'　　　,'小学校　　,'0,'23
'3527,'30,'01,'0,'0,'301,'愛知淑徳大　　,'教育　　,'教育　　　　,'　,'　　　,'小学校　　,'1,'23
'3527,'33,'00,'0,'0,'151,'愛知淑徳大　　,'交流文化,'　　　　　　,'　,'　　　,'英米語　　,'0,'23
'3527,'33,'02,'0,'0,'151,'愛知淑徳大　　,'交流文化,'交流／ランゲ,'　,'　　　,'英米語　　,'1,'23
'3527,'33,'03,'0,'0,'243,'愛知淑徳大　　,'交流文化,'交流／観光　,'　,'　　　,'観光学　　,'1,'23
'3527,'34,'00,'0,'0,'151,'愛知淑徳大　　,'グローバ,'　　　　　　,'　,'　　　,'英米語　　,'0,'23
'3527,'34,'01,'0,'0,'151,'愛知淑徳大　　,'グローバ,'グローバルコ,'　,'　　　,'英米語　　,'1,'23
'3527,'38,'00,'0,'0,'303,'愛知淑徳大　　,'人間情報,'　　　　　　,'　,'　　　,'中高－数学,'0,'23
'3527,'38,'02,'0,'0,'553,'愛知淑徳大　　,'人間情報,'人間／感性工,'　,'　　　,'情報工学　,'1,'23
'3527,'38,'03,'0,'0,'751,'愛知淑徳大　　,'人間情報,'人間／データ,'　,'　　　,'人間科学　,'1,'23
'3527,'38,'04,'0,'0,'303,'愛知淑徳大　　,'人間情報,'人間／数学情,'　,'　　　,'中高－数学,'1,'23
'3527,'47,'00,'0,'0,'554,'愛知淑徳大　　,'建築　　,'　　　　　　,'　,'　　　,'建築・土木,'0,'23
'3527,'47,'01,'0,'0,'554,'愛知淑徳大　　,'建築　　,'建築／建築ま,'　,'　　　,'建築・土木,'1,'23
'3527,'47,'02,'0,'0,'405,'愛知淑徳大　　,'建築　　,'建築／住居イ,'　,'　　　,'住居学　　,'1,'23
'3527,'65,'00,'0,'0,'652,'愛知淑徳大　　,'健康医療,'　　　　　　,'　,'　　　,'医療技術　,'0,'23
'3527,'65,'01,'0,'0,'652,'愛知淑徳大　　,'健康医療,'医療／言語聴,'　,'　　　,'医療技術　,'1,'23
'3527,'65,'02,'0,'0,'652,'愛知淑徳大　　,'健康医療,'医療／視覚科,'　,'　　　,'医療技術　,'1,'23
'3527,'65,'05,'0,'0,'653,'愛知淑徳大　　,'健康医療,'スポ／スポー,'　,'　　　,'保健　　　,'1,'23
'3527,'65,'06,'0,'0,'652,'愛知淑徳大　　,'健康医療,'スポ／救急救,'　,'　　　,'医療技術　,'1,'23
'3527,'65,'07,'0,'0,'655,'愛知淑徳大　　,'健康医療,'医療／理学療,'　,'　　　,'理学療法　,'1,'23
'3527,'65,'08,'0,'0,'658,'愛知淑徳大　　,'健康医療,'医療／臨床検,'　,'　　　,'検査技術　,'1,'23
'3527,'79,'00,'0,'0,'402,'愛知淑徳大　　,'食健康科,'　　　　　　,'　,'　　　,'食物・栄養,'0,'23
'3527,'79,'01,'0,'0,'402,'愛知淑徳大　　,'食健康科,'健康栄養　　,'　,'　　　,'食物・栄養,'1,'23
